medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team
7/30/2024,Gold Medal,1,WIFFEN Daniel,Male,IRL,Ireland,Ireland,Ireland,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,7/14/2001,1539969,
7/30/2024,Silver Medal,2,FINKE Bobby,Male,USA,United States,United States of America,United States,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,11/6/1999,1935902,
7/30/2024,Bronze Medal,3,PALTRINIERI Gregorio,Male,ITA,Italy,Italy,Italy,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,9/5/1994,1925630,
7/30/2024,Gold Medal,1,McKEOWN Kaylee,Female,AUS,Australia,Australia,Australia,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,7/12/2001,1946198,
7/30/2024,Silver Medal,2,SMITH Regan,Female,USA,United States,United States of America,United States,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,2/9/2002,1935984,
7/30/2024,Bronze Medal,3,BERKOFF Katharine,Female,USA,United States,United States of America,United States,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,1/28/2001,1935873,
7/31/2024,Gold Medal,1,OKA Shinnosuke,Male,JPN,Japan,Japan,Japan,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,10/31/2003,1919480,
7/31/2024,Silver Medal,2,ZHANG Boheng,Male,CHN,China,People's Republic of China,China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,3/4/2000,1918864,
7/31/2024,Bronze Medal,3,XIAO Ruoteng,Male,CHN,China,People's Republic of China,China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,1/30/1996,1918860,
7/31/2024,Gold Medal,1,FOX Jessica,Female,AUS,Australia,Australia,Australia,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,6/11/1994,1940205,
7/31/2024,Silver Medal,2,LILIK Elena,Female,GER,Germany,Germany,Germany,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,9/14/1998,1913770,
7/31/2024,Bronze Medal,3,LEIBFARTH Evy,Female,USA,United States,United States of America,United States,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,1/26/2004,1955132,
7/31/2024,Gold Medal,1,TORRES GIL Jose,Male,ARG,Argentina,Argentina,Argentina,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,3/28/1995,1916809,
7/31/2024,Silver Medal,2,REILLY Kieran Darren David,Male,GBR,Great Britain,Great Britain,Great Britain,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,7/12/2001,1912548,
7/31/2024,Bronze Medal,3,JEANJEAN Anthony,Male,FRA,France,France,France,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,5/13/1998,1895685,
7/31/2024,Gold Medal,1,DENG Yawen,Female,CHN,China,People's Republic of China,China,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,10/17/2005,1920569,
7/31/2024,Silver Medal,2,BENEGAS Perris,Female,USA,United States,United States of America,United States,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,7/22/1995,1955071,
7/31/2024,Bronze Medal,3,DIEHM Natalya,Female,AUS,Australia,Australia,Australia,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,9/23/1997,1940118,
7/31/2024,Gold Medal,1,BEKAURI Lasha,Male,GEO,Georgia,Georgia,Georgia,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,7/26/2000,1548817,
7/31/2024,Silver Medal,2,MURAO Sanshiro,Male,JPN,Japan,Japan,Japan,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,8/28/2000,1896750,
7/31/2024,Bronze Medal,3,NGAYAP HAMBOU Maxime-Gael,Male,FRA,France,France,France,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000100--,6/22/2001,1891318,
7/31/2024,Bronze Medal,3,TSELIDIS Theodoros,Male,GRE,Greece,Greece,Greece,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000200--,8/5/1996,1961318,
7/31/2024,Gold Medal,1,MATIC Barbara,Female,CRO,Croatia,Croatia,Croatia,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,12/3/1994,1898499,
7/31/2024,Silver Medal,2,BUTKEREIT Miriam,Female,GER,Germany,Germany,Germany,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,5/8/1994,1563082,
7/31/2024,Bronze Medal,3,POLLERES Michaela,Female,AUT,Austria,Austria,Austria,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000100--,7/15/1997,1566421,
7/31/2024,Bronze Medal,3,WILLEMS Gabriella,Female,BEL,Belgium,Belgium,Belgium,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000200--,7/1/1997,1903248,
7/31/2024,Gold Medal,1,RUANO OLIVA Adriana,Female,GUA,Guatemala,Guatemala,Guatemala,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,6/26/1995,1958899,
7/31/2024,Silver Medal,2,STANCO Silvana Maria,Female,ITA,Italy,Italy,Italy,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,1/6/1993,1915317,
7/31/2024,Bronze Medal,3,SMITH Penny,Female,AUS,Australia,Australia,Australia,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,4/21/1995,1967454,
7/31/2024,Gold Medal,1,PAN Zhanle,Male,CHN,China,People's Republic of China,China,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,8/4/2004,1945148,
7/31/2024,Silver Medal,2,CHALMERS Kyle,Male,AUS,Australia,Australia,Australia,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,6/25/1998,1946200,
7/31/2024,Bronze Medal,3,POPOVICI David,Male,ROU,Romania,Romania,Romania,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,9/15/2004,1543549,
7/31/2024,Gold Medal,1,MARCHAND Leon,Male,FRA,France,France,France,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,5/17/2002,1909294,
7/31/2024,Silver Medal,2,STUBBLETY-COOK Zac,Male,AUS,Australia,Australia,Australia,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,1/4/1999,1946185,
7/31/2024,Bronze Medal,3,CORBEAU Caspar,Male,NED,Netherlands,Netherlands,Netherlands,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,4/3/2001,1972545,
7/31/2024,Gold Medal,1,MARCHAND Leon,Male,FRA,France,France,France,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,5/17/2002,1909294,
7/31/2024,Silver Medal,2,MILAK Kristof,Male,HUN,Hungary,Hungary,Hungary,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,2/20/2000,1905860,
7/31/2024,Bronze Medal,3,KHARUN Ilya,Male,CAN,Canada,Canada,Canada,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,2/7/2005,1967058,
7/31/2024,Gold Medal,1,SJOESTROEM Sarah,Female,SWE,Sweden,Sweden,Sweden,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,8/17/1993,1572557,
7/31/2024,Silver Medal,2,HUSKE Torri,Female,USA,United States,United States of America,United States,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,12/7/2002,1935923,
7/31/2024,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China",,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,10/31/1997,1925125,
7/31/2024,Gold Medal,1,LEDECKY Katie,Female,USA,United States,United States of America,United States,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,3/17/1997,1935938,
7/31/2024,Silver Medal,2,KIRPICHNIKOVA Anastasiia,Female,FRA,France,France,France,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,6/24/2000,1909209,
7/31/2024,Bronze Medal,3,GOSE Isabel,Female,GER,Germany,Germany,Germany,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,5/9/2002,1907171,
7/31/2024,Gold Medal,1,YEE Alex,Male,GBR,Great Britain,Great Britain,Great Britain,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,2/18/1998,1904251,
7/31/2024,Silver Medal,2,WILDE Hayden,Male,NZL,New Zealand,New Zealand,New Zealand,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,9/1/1997,1926549,
7/31/2024,Bronze Medal,3,BERGERE Leo,Male,FRA,France,France,France,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,6/28/1996,1543967,
7/31/2024,Gold Medal,1,BEAUGRAND Cassandre,Female,FRA,France,France,France,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,5/23/1997,1543963,
7/31/2024,Silver Medal,2,DERRON Julie,Female,SUI,Switzerland,Switzerland,Switzerland,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,9/10/1996,1976489,
7/31/2024,Bronze Medal,3,POTTER Beth,Female,GBR,Great Britain,Great Britain,Great Britain,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,12/27/1991,1904244,
8/1/2024,Gold Medal,1,BILES Simone,Female,USA,United States,United States of America,United States,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,3/14/1997,1959861,
8/1/2024,Silver Medal,2,ANDRADE Rebeca,Female,BRA,Brazil,Brazil,Brazil,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,5/8/1999,1953634,
8/1/2024,Bronze Medal,3,LEE Sunisa,Female,USA,United States,United States of America,United States,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,3/9/2003,1959866,
8/1/2024,Gold Medal,1,PINTADO Brian Daniel,Male,ECU,Ecuador,Ecuador,Ecuador,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,7/29/1995,1929767,
8/1/2024,Silver Medal,2,BONFIM Caio,Male,BRA,Brazil,Brazil,Brazil,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,3/19/1991,1951928,
8/1/2024,Bronze Medal,3,MARTIN Alvaro,Male,ESP,Spain,Spain,Spain,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,6/18/1994,1904165,
8/1/2024,Gold Medal,1,YANG Jiayu,Female,CHN,China,People's Republic of China,China,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,2/18/1996,1919002,
8/1/2024,Silver Medal,2,PEREZ Maria,Female,ESP,Spain,Spain,Spain,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,4/29/1996,1905369,
8/1/2024,Bronze Medal,3,MONTAG Jemima,Female,AUS,Australia,Australia,Australia,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,2/15/1998,1939791,
8/1/2024,Gold Medal,1,de GENNARO Giovanni,Male,ITA,Italy,Italy,Italy,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,7/21/1992,1550975,
8/1/2024,Silver Medal,2,CASTRYCK Titouan,Male,FRA,France,France,France,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,8/28/2004,1880464,
8/1/2024,Bronze Medal,3,ECHANIZ Pau,Male,ESP,Spain,Spain,Spain,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,5/29/2001,1953935,
8/1/2024,Gold Medal,1,KOTSOIEV Zelym,Male,AZE,Azerbaijan,Azerbaijan,Azerbaijan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,8/9/1998,1972367,
8/1/2024,Silver Medal,2,SULAMANIDZE Ilia,Male,GEO,Georgia,Georgia,Georgia,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,6/18/2001,1552370,
8/1/2024,Bronze Medal,3,PALTCHIK Peter,Male,ISR,Israel,Israel,Israel,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000100--,1/4/1992,1892957,
8/1/2024,Bronze Medal,3,TUROBOYEV Muzaffarbek,Male,UZB,Uzbekistan,Uzbekistan,Uzbekistan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000200--,4/5/2000,1565754,
8/1/2024,Gold Medal,1,BELLANDI Alice,Female,ITA,Italy,Italy,Italy,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,11/20/1998,1925349,
8/1/2024,Silver Medal,2,LANIR Inbar,Female,ISR,Israel,Israel,Israel,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,4/3/2000,1892794,
8/1/2024,Bronze Medal,3,MA Zhenzhao,Female,CHN,China,People's Republic of China,China,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000100--,4/24/1998,1891067,
8/1/2024,Bronze Medal,3,SAMPAIO Patricia,Female,POR,Portugal,Portugal,Portugal,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000200--,6/30/1999,1943504,
8/1/2024,Gold Medal,1,LIU Yukun,Male,CHN,China,People's Republic of China,China,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,4/12/1997,1913922,
8/1/2024,Silver Medal,2,KULISH Serhiy,Male,UKR,Ukraine,Ukraine,Ukraine,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,4/17/1993,1555976,
8/1/2024,Bronze Medal,3,KUSALE Swapnil,Male,IND,India,India,India,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,8/6/1995,1538084,
8/1/2024,Gold Medal,1,KOS Hubert,Male,HUN,Hungary,Hungary,Hungary,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,3/28/2003,1904977,
8/1/2024,Silver Medal,2,CHRISTOU Apostolos,Male,GRE,Greece,Greece,Greece,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,11/1/1996,1954557,
8/1/2024,Bronze Medal,3,MITYUKOV Roman,Male,SUI,Switzerland,Switzerland,Switzerland,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,7/30/2000,1977754,
8/1/2024,Gold Medal,1,DOUGLASS Kate,Female,USA,United States,United States of America,United States,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,11/17/2001,1935895,
8/1/2024,Silver Medal,2,SMITH Tatjana,Female,RSA,South Africa,South Africa,South Africa,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,7/9/1997,1962589,
8/1/2024,Bronze Medal,3,SCHOUTEN Tes,Female,NED,Netherlands,Netherlands,Netherlands,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,12/31/2000,1972525,
8/1/2024,Gold Medal,1,McINTOSH Summer,Female,CAN,Canada,Canada,Canada,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,8/18/2006,1967140,
8/1/2024,Silver Medal,2,SMITH Regan,Female,USA,United States,United States of America,United States,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,2/9/2002,1935984,
8/1/2024,Bronze Medal,3,ZHANG Yufei,Female,CHN,China,People's Republic of China,China,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,4/19/1998,1945125,
8/2/2024,Gold Medal,1,CHEPTEGEI Joshua,Male,UGA,Uganda,Uganda,Uganda,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,9/12/1996,1970827,
8/2/2024,Silver Medal,2,AREGAWI Berihu,Male,ETH,Ethiopia,Ethiopia,Ethiopia,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,2/28/2001,1536998,
8/2/2024,Bronze Medal,3,FISHER Grant,Male,USA,United States,United States of America,United States,,,Athletics,"Men's 10,000m",ATH,/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--,4/22/1997,1960959,
8/2/2024,Gold Medal,1,DAUDET Joris,Male,FRA,France,France,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,2/12/1991,1895661,
8/2/2024,Silver Medal,2,ANDRE Sylvain,Male,FRA,France,France,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,10/14/1992,1895640,
8/2/2024,Bronze Medal,3,MAHIEU Romain,Male,FRA,France,France,France,,,Cycling BMX Racing,Men,ATH,/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--,2/17/1995,1895700,
8/2/2024,Gold Medal,1,SAKAKIBARA Saya,Female,AUS,Australia,Australia,Australia,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,8/23/1999,1940127,
8/2/2024,Silver Medal,2,VEENSTRA Manon,Female,NED,Netherlands,Netherlands,Netherlands,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,7/6/1998,1969181,
8/2/2024,Bronze Medal,3,CLAESSENS Zoe,Female,SUI,Switzerland,Switzerland,Switzerland,,,Cycling BMX Racing,Women,ATH,/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--,4/28/2001,1976480,
8/2/2024,Gold Medal,1,RINER Teddy,Male,FRA,France,France,France,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--,4/7/1989,1891323,
8/2/2024,Silver Medal,2,KIM Minjong,Male,KOR,Korea,Republic of Korea,Korea,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--,9/1/2000,1928072,
8/2/2024,Bronze Medal,3,RAKHIMOV Temur,Male,TJK,Tajikistan,Tajikistan,Tajikistan,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000100--,7/8/1997,1567512,
8/2/2024,Bronze Medal,3,YUSUPOV Alisher,Male,UZB,Uzbekistan,Uzbekistan,Uzbekistan,,,Judo,Men +100 kg,HATH,/en/paris-2024/results/judo/men--plus-100-kg/repf000200--,11/27/1998,1566931,
8/2/2024,Gold Medal,1,SOUZA Beatriz,Female,BRA,Brazil,Brazil,Brazil,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--,5/20/1998,1953777,
8/2/2024,Silver Medal,2,HERSHKO Raz,Female,ISR,Israel,Israel,Israel,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/fnl-000100--,6/19/1998,1892796,
8/2/2024,Bronze Medal,3,KIM Hayun,Female,KOR,Korea,Republic of Korea,Korea,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000100--,1/7/2000,1928070,
8/2/2024,Bronze Medal,3,DICKO Romane,Female,FRA,France,France,France,,,Judo,Women +78 kg,HATH,/en/paris-2024/results/judo/women--plus-78-kg/repf000200--,9/30/1999,1891300,
8/2/2024,Gold Medal,1,LEONE Chiara,Female,SUI,Switzerland,Switzerland,Switzerland,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,6/15/1998,1977709,
8/2/2024,Silver Medal,2,MADDALENA Sagen,Female,USA,United States,United States of America,United States,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,8/16/1993,1944373,
8/2/2024,Bronze Medal,3,ZHANG Qiongyue,Female,CHN,China,People's Republic of China,China,,,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--,3/12/2004,1913972,
8/2/2024,Gold Medal,1,MARCHAND Leon,Male,FRA,France,France,France,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,5/17/2002,1909294,
8/2/2024,Silver Medal,2,SCOTT Duncan,Male,GBR,Great Britain,Great Britain,Great Britain,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,5/6/1997,1903621,
8/2/2024,Bronze Medal,3,WANG Shun,Male,CHN,China,People's Republic of China,China,,,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--,2/11/1994,1945186,
